transaction_id,date,product_id,machine_id,planned_units,units_produced,units_defective,planned_duration,actual_duration
18677,2025-10-10,P060,M026,812,734,32,464,484
18678,2025-10-06,P018,M073,807,727,12,382,468
18679,2025-06-30,P077,M044,954,853,15,457,466
18680,2025-04-21,P066,M058,740,643,25,337,368
18681,2025-11-13,P035,M042,296,272,18,566,681
18682,2025-09-09,P100,M043,925,904,35,378,367
18683,2025-03-31,P064,M040,292,265,10,121,148
18684,2025-06-25,P013,M041,227,210,3,448,621
18685,2025-08-25,P012,M072,395,384,10,587,767
18686,2025-06-23,P081,M069,543,527,21,561,758
18687,2025-04-15,P063,M062,480,415,23,282,273
18688,2025-04-08,P069,M024,487,430,20,471,626
18689,2025-08-14,P078,M006,681,595,43,62,77
18690,2025-11-29,P094,M015,602,535,2,387,481
18691,2025-12-22,P070,M032,567,517,36,134,145
18692,2025-12-06,P012,M063,183,173,12,507,540
18693,2025-07-11,P016,M043,838,772,25,433,599
18694,2025-10-10,P093,M019,108,94,3,540,652
18695,2025-04-25,P008,M009,379,324,24,518,667
18696,2025-07-28,P041,M055,127,111,6,226,315
18697,2025-01-13,P084,M044,230,195,2,588,574
18698,2025-09-04,P064,M039,395,387,22,352,341
18699,2025-08-17,P078,M047,775,664,46,177,197
18700,2025-08-14,P044,M054,533,508,37,487,471
18701,2025-03-30,P061,M031,382,327,9,169,202
18702,2025-07-31,P027,M038,958,938,8,510,464
18703,2025-10-20,P039,M022,301,258,11,306,304
18704,2025-05-01,P011,M019,466,404,25,579,607
18705,2025-04-17,P068,M021,661,568,15,320,381
18706,2025-01-07,P008,M010,749,686,41,240,300
18707,2025-04-01,P082,M017,122,103,0,103,102
18708,2025-09-14,P077,M042,708,618,15,513,466
18709,2025-07-26,P086,M049,505,468,33,542,584
18710,2025-01-20,P069,M003,679,588,34,414,404
18711,2025-02-23,P030,M001,478,469,17,230,316
18712,2025-05-28,P022,M024,791,757,45,535,604
18713,2025-12-11,P092,M060,711,659,8,453,516
18714,2025-03-02,P045,M059,657,597,18,543,563
18715,2025-04-08,P061,M017,102,95,3,381,360
18716,2025-06-14,P030,M012,894,812,19,480,486
18717,2025-08-31,P009,M019,383,331,16,531,605
18718,2025-05-14,P041,M044,981,848,61,400,553
18719,2025-05-12,P091,M057,822,741,43,115,145
18720,2025-09-25,P076,M002,534,471,7,189,246
18721,2025-12-30,P004,M039,698,598,9,352,460
18722,2025-10-18,P029,M054,870,747,47,203,229
18723,2025-03-15,P067,M014,183,166,9,271,345
18724,2025-09-28,P026,M003,903,838,27,460,452
18725,2025-11-26,P053,M055,555,489,20,136,148
18726,2025-09-18,P072,M061,883,807,30,419,582
18727,2025-01-12,P011,M066,280,272,4,241,330
18728,2025-09-22,P061,M064,574,543,32,540,750
18729,2025-10-02,P014,M072,287,265,17,304,284
18730,2025-02-02,P040,M059,497,480,29,498,585
18731,2025-01-27,P040,M022,290,273,5,359,367
18732,2025-10-10,P011,M067,272,244,19,433,454
18733,2025-04-23,P003,M007,503,434,24,92,91
18734,2025-12-02,P007,M069,492,435,14,344,331
18735,2025-02-05,P086,M055,488,466,36,594,598
18736,2025-11-25,P069,M045,433,424,12,134,175
18737,2025-06-18,P013,M065,873,852,17,248,301
18738,2025-01-05,P085,M045,995,849,56,552,542
18739,2025-08-10,P040,M020,628,605,3,68,63
18740,2025-07-01,P003,M034,405,349,18,393,413
18741,2025-03-16,P045,M023,739,681,47,304,320
18742,2025-08-06,P059,M061,279,257,13,211,292
18743,2025-11-01,P074,M013,953,890,45,408,508
18744,2025-07-31,P064,M034,874,871,51,414,401
18745,2025-08-24,P034,M009,784,698,5,204,226
18746,2025-03-15,P003,M053,862,738,17,171,213
18747,2025-05-11,P083,M028,312,310,13,130,127
18748,2025-10-26,P072,M029,369,336,3,66,81
18749,2025-12-02,P013,M033,928,819,17,275,341
18750,2025-02-10,P058,M001,119,115,3,530,650
18751,2025-10-28,P099,M057,599,564,7,446,473
18752,2025-01-28,P001,M045,606,532,39,148,161
18753,2025-06-23,P051,M068,961,850,16,305,414
18754,2025-11-30,P082,M069,251,226,13,289,356
18755,2025-06-17,P097,M030,643,583,11,106,122
18756,2025-02-01,P097,M023,895,804,14,193,189
18757,2025-09-26,P086,M063,468,405,14,387,523
18758,2025-08-24,P087,M053,327,299,6,72,91
18759,2025-11-13,P055,M017,773,740,48,571,595
18760,2025-05-14,P053,M032,539,536,37,422,472
18761,2025-11-10,P039,M011,825,792,61,464,556
18762,2025-01-20,P075,M073,300,268,15,203,241
18763,2025-09-16,P062,M029,871,772,43,455,552
18764,2025-05-17,P090,M061,617,569,23,547,713
18765,2025-05-18,P004,M072,631,630,13,492,658
18766,2025-02-21,P086,M032,501,430,21,137,153
18767,2025-07-26,P062,M005,836,736,8,269,245
18768,2025-10-10,P002,M020,992,987,68,160,155
18769,2025-10-18,P044,M018,147,134,4,213,285
18770,2025-03-25,P008,M052,445,413,2,582,614
18771,2025-06-21,P038,M061,969,930,12,315,344
18772,2025-11-07,P021,M068,911,821,54,436,580
18773,2025-03-21,P099,M011,562,554,11,325,402
18774,2025-09-22,P023,M053,194,171,5,101,100
18775,2025-08-03,P094,M072,448,398,29,296,410
18776,2025-06-25,P083,M033,118,108,7,122,138
18777,2025-03-07,P057,M016,312,270,7,112,122
18778,2025-05-14,P009,M062,437,376,25,437,604
18779,2025-06-16,P009,M071,965,878,22,566,620
18780,2025-07-07,P036,M040,841,768,48,148,145
18781,2025-08-12,P070,M027,746,730,22,539,605
18782,2025-10-29,P003,M068,525,479,33,554,752
18783,2025-11-03,P025,M015,491,429,31,208,286
18784,2025-06-16,P031,M033,278,245,6,600,831
18785,2025-09-26,P098,M057,797,760,38,241,220
18786,2025-02-13,P100,M064,484,461,11,382,415
18787,2025-04-19,P068,M011,639,636,43,330,414
18788,2025-08-09,P024,M060,844,827,59,411,383
18789,2025-09-25,P027,M067,472,413,8,590,629
18790,2025-05-12,P084,M061,149,138,10,437,397
18791,2025-01-27,P011,M023,291,274,16,564,613
18792,2025-10-31,P018,M023,758,702,50,494,674
18793,2025-08-02,P079,M003,145,127,1,270,359
18794,2025-10-03,P088,M073,410,403,32,230,263
18795,2025-06-23,P090,M021,160,141,8,181,242
18796,2025-03-06,P070,M011,893,805,5,537,616
18797,2025-06-01,P011,M019,105,95,2,568,613
18798,2025-03-18,P047,M004,733,662,44,230,251
18799,2025-08-12,P015,M011,412,386,25,252,342
18800,2025-01-10,P097,M002,555,524,16,99,104
18801,2025-06-11,P100,M060,719,702,55,486,571
18802,2025-05-17,P008,M006,257,220,2,380,526
18803,2025-10-06,P018,M048,814,788,21,427,587
18804,2025-09-07,P074,M024,992,954,14,569,516
18805,2025-11-26,P092,M061,911,780,16,367,352
18806,2025-05-13,P043,M055,454,406,6,231,253
18807,2025-02-09,P054,M002,328,321,20,528,588
18808,2025-03-02,P068,M066,709,692,34,128,148
18809,2025-05-17,P045,M002,396,348,19,169,155
18810,2025-07-20,P002,M038,974,892,5,306,353
18811,2025-04-10,P090,M045,176,164,1,395,495
18812,2025-08-14,P030,M059,224,202,10,113,152
18813,2025-07-20,P037,M022,495,453,23,270,314
18814,2025-01-21,P007,M033,965,847,52,450,619
18815,2025-06-09,P058,M039,997,970,49,171,184
18816,2025-07-19,P097,M017,654,579,27,230,261
18817,2025-05-20,P077,M010,595,574,14,245,265
18818,2025-10-10,P071,M035,754,716,23,163,167
18819,2025-08-25,P090,M031,751,739,6,369,455
18820,2025-07-21,P065,M059,213,197,14,597,675
18821,2025-02-25,P081,M061,343,303,19,242,239
18822,2025-03-05,P091,M025,969,827,62,137,178
18823,2025-09-12,P035,M016,663,653,8,104,125
18824,2025-02-14,P090,M042,565,484,37,240,274
18825,2025-06-13,P017,M061,721,691,32,377,481
18826,2025-08-14,P041,M073,821,725,3,77,77
18827,2025-06-22,P034,M055,567,556,7,525,601
18828,2025-10-20,P050,M045,234,204,9,365,418
18829,2025-02-04,P013,M040,146,134,7,201,235
18830,2025-09-29,P054,M005,249,244,19,412,528
18831,2025-10-07,P076,M047,299,254,13,311,411
18832,2025-10-29,P040,M013,468,438,11,407,449
18833,2025-02-27,P037,M051,529,454,21,213,197
18834,2025-08-12,P055,M042,840,721,10,209,241
18835,2025-12-08,P080,M007,372,338,26,104,121
18836,2025-08-24,P062,M069,122,121,4,386,523
18837,2025-10-16,P032,M057,399,347,8,165,174
18838,2025-10-20,P099,M008,383,365,2,138,170
18839,2025-08-25,P036,M026,909,792,44,535,631
18840,2025-09-03,P031,M038,151,136,4,169,197
18841,2025-01-04,P052,M047,222,221,6,533,616
18842,2025-02-11,P030,M030,559,492,12,263,321
18843,2025-08-19,P078,M060,400,398,22,322,390
18844,2025-04-17,P033,M029,871,814,36,68,64
18845,2025-11-26,P070,M030,814,750,49,558,543
18846,2025-11-05,P026,M006,171,167,4,491,653
18847,2025-06-16,P059,M046,441,429,16,436,451
18848,2025-02-04,P097,M072,510,490,15,82,93
18849,2025-05-08,P059,M023,658,612,37,199,229
18850,2025-08-25,P070,M072,333,324,10,411,378
18851,2025-12-29,P063,M025,370,342,6,156,196
18852,2025-10-15,P048,M067,200,178,13,202,281
18853,2025-11-05,P027,M002,898,891,60,320,391
18854,2025-04-03,P041,M025,226,223,9,489,624
18855,2025-09-20,P067,M024,394,368,28,499,604
18856,2025-02-11,P040,M067,497,429,6,97,90
18857,2025-10-05,P029,M062,588,517,35,496,625
18858,2025-07-19,P081,M029,398,347,8,303,315
18859,2025-07-05,P053,M071,345,304,9,106,136
18860,2025-12-08,P071,M019,693,633,26,577,535
18861,2025-07-19,P052,M068,755,694,25,125,136
18862,2025-01-26,P010,M068,427,374,29,72,70
18863,2025-04-13,P057,M027,545,500,31,95,89
18864,2025-10-20,P046,M017,849,729,40,218,206
18865,2025-09-29,P042,M012,528,457,2,206,268
18866,2025-12-12,P075,M042,400,374,8,265,345
18867,2025-08-17,P013,M039,989,946,70,256,333
18868,2025-03-31,P010,M035,178,163,10,310,346
18869,2025-08-01,P047,M038,998,963,68,333,349
18870,2025-03-02,P044,M065,982,866,57,87,114
18871,2025-10-07,P019,M041,824,710,54,528,481
18872,2025-01-16,P098,M062,193,188,12,223,215
18873,2025-09-18,P044,M016,270,235,9,68,66
18874,2025-10-12,P025,M028,645,623,40,214,234
18875,2025-06-10,P013,M070,374,359,16,447,405
18876,2025-10-02,P087,M035,265,263,3,524,663
18877,2025-01-22,P099,M046,997,910,45,472,534
18878,2025-07-08,P080,M051,587,584,11,241,246
18879,2025-08-05,P061,M029,753,655,25,565,550
18880,2025-09-24,P005,M045,568,507,34,547,714
18881,2025-04-14,P021,M024,787,682,32,361,431
18882,2025-05-02,P001,M040,654,570,40,416,443
18883,2025-02-25,P083,M028,344,324,21,126,114
18884,2025-04-21,P070,M031,563,506,3,560,642
18885,2025-09-25,P007,M047,161,160,12,444,404
18886,2025-04-17,P091,M036,440,437,30,364,404
18887,2025-09-01,P009,M064,672,642,38,292,382
18888,2025-03-30,P047,M065,209,204,14,506,696
18889,2025-01-21,P050,M070,116,114,8,158,219
18890,2025-03-04,P066,M031,899,790,55,161,148
18891,2025-03-31,P042,M044,257,234,8,391,497
18892,2025-12-30,P001,M014,766,668,42,240,232
18893,2025-06-08,P080,M039,340,296,10,122,156
18894,2025-08-04,P025,M008,600,525,16,154,145
18895,2025-09-05,P022,M061,559,540,33,520,565
18896,2025-04-01,P040,M030,224,200,10,135,172
18897,2025-03-08,P037,M043,146,129,9,432,551
18898,2025-09-01,P074,M015,597,507,9,333,414
18899,2025-02-12,P043,M060,275,270,18,496,628
18900,2025-12-17,P082,M003,310,303,14,80,84
18901,2025-10-17,P034,M073,124,116,3,394,400
18902,2025-12-30,P090,M037,884,753,25,157,162
18903,2025-08-09,P014,M033,219,203,5,519,555
18904,2025-07-17,P043,M035,282,272,3,369,362
18905,2025-08-29,P050,M046,494,468,16,228,271
18906,2025-10-04,P023,M058,784,720,39,182,215
18907,2025-10-25,P016,M019,278,261,7,464,484
18908,2025-12-03,P068,M054,759,709,14,329,375
18909,2025-07-14,P004,M053,165,160,12,256,332
18910,2025-04-30,P022,M024,910,868,21,314,338
18911,2025-03-15,P091,M050,878,863,44,535,593
18912,2025-12-31,P071,M018,243,219,1,343,345
18913,2025-06-01,P015,M031,683,674,23,119,163
18914,2025-06-29,P046,M024,626,580,43,127,164
18915,2025-06-10,P090,M013,224,208,12,270,321
18916,2025-06-28,P083,M020,795,770,20,416,421
18917,2025-02-19,P039,M051,208,186,10,271,307
18918,2025-07-20,P009,M045,487,481,13,142,158
18919,2025-01-29,P073,M040,393,344,13,496,664
18920,2025-12-29,P071,M040,459,448,11,501,535
18921,2025-10-27,P046,M034,173,160,2,587,681
18922,2025-05-10,P040,M047,496,429,34,476,498
18923,2025-09-14,P008,M039,469,411,7,332,455
18924,2025-03-24,P058,M034,378,362,17,301,334
18925,2025-08-14,P012,M035,513,499,14,87,116
18926,2025-11-02,P052,M066,855,853,10,264,317
18927,2025-07-04,P085,M021,441,401,30,415,550
18928,2025-02-20,P034,M053,497,470,31,363,445
18929,2025-08-19,P049,M070,969,843,46,510,615
18930,2025-08-27,P077,M020,927,809,54,427,450
18931,2025-01-22,P087,M040,175,164,1,461,540
18932,2025-10-20,P077,M051,937,913,57,295,321
18933,2025-11-23,P038,M057,103,90,6,169,222
18934,2025-04-08,P072,M011,754,708,5,146,150
18935,2025-01-07,P069,M072,731,706,15,136,169
18936,2025-10-24,P076,M015,536,458,15,309,349
18937,2025-04-22,P059,M021,398,396,21,67,75
18938,2025-04-03,P061,M072,914,859,48,263,265
18939,2025-10-04,P047,M018,126,125,7,220,247
18940,2025-03-08,P013,M017,742,724,39,78,90
18941,2025-03-01,P072,M024,111,105,4,212,211
18942,2025-02-19,P046,M013,717,708,43,218,207
18943,2025-03-01,P067,M027,846,774,35,346,444
18944,2025-01-20,P050,M038,423,366,18,227,242
18945,2025-01-15,P085,M029,525,446,25,348,464
18946,2025-10-30,P019,M045,132,130,10,568,725
18947,2025-05-04,P071,M055,673,648,51,530,569
18948,2025-12-02,P058,M008,782,753,33,454,538
18949,2025-06-04,P014,M002,469,433,7,124,134
18950,2025-12-11,P019,M064,592,514,5,512,666
18951,2025-07-25,P020,M039,700,666,22,246,238
18952,2025-11-17,P072,M033,187,184,5,75,75
18953,2025-07-16,P033,M031,977,951,17,216,262
18954,2025-06-26,P069,M030,123,122,4,590,681
18955,2025-09-24,P097,M015,407,391,31,259,302
18956,2025-12-28,P034,M070,178,153,8,119,144
18957,2025-06-18,P012,M002,796,766,6,425,507
18958,2025-11-17,P048,M020,933,928,51,528,537
18959,2025-09-18,P022,M018,977,930,54,593,781
18960,2025-10-18,P078,M023,360,357,18,404,555
18961,2025-10-12,P080,M009,608,569,35,444,555
18962,2025-03-27,P090,M030,377,363,4,519,586
18963,2025-09-28,P022,M045,399,349,14,506,684
18964,2025-05-19,P021,M012,192,175,11,506,572
18965,2025-12-24,P012,M028,410,376,9,84,104
18966,2025-03-07,P098,M025,207,180,1,312,335
18967,2025-08-16,P090,M011,981,855,44,107,121
18968,2025-05-22,P050,M045,373,329,20,148,190
18969,2025-12-21,P076,M066,545,522,16,460,542
18970,2025-11-02,P085,M038,336,333,9,183,174
18971,2025-04-13,P012,M029,759,690,15,122,149
18972,2025-04-29,P093,M038,131,112,5,581,569
18973,2025-03-17,P074,M014,291,271,12,588,645
18974,2025-03-06,P016,M003,511,497,6,127,136
18975,2025-05-16,P087,M062,246,220,9,298,282
18976,2025-11-15,P083,M030,623,607,9,360,388
18977,2025-08-18,P049,M052,952,939,9,349,377
18978,2025-07-24,P095,M063,883,750,31,174,174
18979,2025-04-07,P048,M032,334,287,18,253,262
18980,2025-11-06,P067,M060,645,563,9,500,601
18981,2025-06-28,P088,M040,128,127,5,261,340
18982,2025-06-16,P036,M064,449,413,7,124,138
18983,2025-01-05,P020,M035,185,160,2,265,260
18984,2025-08-07,P040,M069,203,201,14,217,272
18985,2025-09-09,P086,M008,639,555,43,467,541
18986,2025-08-21,P038,M040,113,110,1,420,571
18987,2025-02-14,P003,M025,547,498,28,135,164
18988,2025-11-12,P038,M062,138,122,9,319,330
18989,2025-10-17,P019,M032,957,860,24,320,367
18990,2025-05-13,P096,M063,409,375,29,476,551
18991,2025-03-30,P030,M066,197,191,2,209,267
18992,2025-03-28,P058,M045,674,660,3,159,153
18993,2025-12-22,P040,M002,146,132,8,521,503
18994,2025-12-07,P026,M003,717,613,18,104,102
18995,2025-12-08,P051,M056,131,124,6,429,507
18996,2025-01-19,P099,M014,617,595,9,101,121
18997,2025-08-01,P079,M061,677,676,23,417,527
18998,2025-05-16,P025,M055,347,324,11,506,648
18999,2025-08-06,P080,M063,406,368,22,442,489
19000,2025-12-16,P084,M003,805,731,30,405,547
19001,2025-04-22,P038,M050,979,884,63,513,632
19002,2025-10-21,P070,M018,446,435,12,576,526
19003,2025-02-08,P050,M066,162,157,7,69,77
19004,2025-10-11,P071,M057,498,490,17,291,399
19005,2025-11-28,P038,M028,681,658,48,499,629
19006,2025-05-29,P017,M045,583,511,11,490,448
19007,2025-06-06,P008,M026,274,272,14,260,241
19008,2025-06-09,P052,M005,720,709,22,241,282
19009,2025-07-17,P054,M057,853,775,32,142,195
19010,2025-12-21,P034,M002,347,325,21,107,142
19011,2025-10-30,P098,M010,698,639,45,575,623
19012,2025-12-16,P063,M013,313,293,6,225,250
19013,2025-07-20,P038,M048,738,639,20,226,278
19014,2025-10-26,P085,M073,265,229,10,330,306
19015,2025-09-22,P072,M009,966,836,23,527,706
19016,2025-05-10,P009,M027,993,879,65,78,71
19017,2025-06-19,P099,M016,240,227,1,487,654
19018,2025-01-12,P050,M028,188,174,5,307,380
19019,2025-05-27,P092,M069,522,488,34,107,133
19020,2025-10-25,P004,M041,150,134,5,136,131
19021,2025-07-04,P061,M011,151,145,7,370,431
19022,2025-08-12,P096,M046,117,105,6,481,644
19023,2025-07-19,P097,M060,355,325,13,150,146
19024,2025-08-11,P040,M013,381,359,25,419,473
19025,2025-02-21,P098,M039,664,588,40,426,422
19026,2025-09-18,P074,M002,667,597,4,469,653
19027,2025-05-26,P080,M065,944,834,59,510,515
19028,2025-02-24,P045,M062,826,823,27,565,605
19029,2025-06-12,P067,M041,709,630,44,68,78
19030,2025-07-14,P096,M030,626,552,8,128,133
19031,2025-02-05,P066,M046,355,335,3,224,228
19032,2025-08-12,P026,M068,383,346,2,463,472
19033,2025-06-25,P036,M056,368,346,4,477,617
19034,2025-12-12,P040,M024,547,473,18,318,334
19035,2025-01-05,P019,M021,278,247,18,512,594
19036,2025-08-16,P076,M069,758,701,43,469,646
19037,2025-06-10,P025,M037,963,881,63,111,132
19038,2025-03-07,P080,M020,527,481,12,291,301
19039,2025-12-18,P018,M065,165,164,1,511,496
19040,2025-04-16,P021,M030,615,534,35,402,362
19041,2025-05-26,P034,M006,170,161,6,281,333
19042,2025-06-03,P051,M028,315,307,24,310,408
19043,2025-11-18,P090,M038,299,266,18,369,493
19044,2025-09-28,P028,M039,266,263,2,570,576
19045,2025-08-26,P066,M037,670,662,5,590,777
19046,2025-02-16,P042,M007,507,460,34,517,475
19047,2025-06-04,P083,M002,184,158,10,262,290
19048,2025-01-30,P040,M019,111,106,1,122,167
19049,2025-11-14,P081,M012,658,593,21,520,591
19050,2025-07-10,P024,M009,330,300,20,244,297
19051,2025-03-18,P059,M016,586,509,4,395,442
19052,2025-08-02,P069,M032,916,778,33,476,591
19053,2025-12-02,P012,M025,258,257,7,70,85
19054,2025-10-24,P029,M006,995,965,8,166,188
19055,2025-01-16,P075,M061,974,864,31,288,359
19056,2025-05-17,P094,M019,626,578,15,214,243
19057,2025-11-08,P043,M054,596,524,25,232,228
19058,2025-08-12,P033,M054,456,440,17,79,103
19059,2025-11-21,P046,M052,360,346,26,493,624
19060,2025-03-01,P049,M046,572,545,32,104,120
19061,2025-05-28,P089,M047,138,132,4,278,321
19062,2025-07-14,P091,M061,531,519,9,513,717
19063,2025-09-11,P063,M068,374,343,16,204,254
19064,2025-11-01,P075,M022,835,816,11,243,317
19065,2025-12-25,P046,M024,321,284,17,165,207
19066,2025-12-08,P037,M057,835,780,15,303,402
19067,2025-06-22,P066,M050,172,170,6,589,594
19068,2025-01-01,P075,M067,876,840,30,479,576
19069,2025-09-11,P048,M047,437,410,14,255,241
19070,2025-07-16,P083,M022,266,232,2,352,460
19071,2025-07-26,P048,M054,782,687,32,194,215
19072,2025-10-02,P053,M038,914,870,53,272,291
19073,2025-11-07,P047,M006,526,467,20,116,124
19074,2025-09-22,P021,M004,576,527,2,579,662
19075,2025-07-17,P078,M031,553,528,30,450,496
19076,2025-05-24,P075,M067,580,528,30,188,242
19077,2025-07-04,P020,M005,232,205,3,234,322
19078,2025-04-15,P078,M055,291,271,19,99,106
19079,2025-03-13,P071,M054,171,163,1,317,418
19080,2025-10-07,P025,M035,123,119,2,245,336
19081,2025-12-07,P074,M025,328,324,4,231,265
19082,2025-08-07,P036,M006,817,727,51,79,96
19083,2025-12-20,P080,M054,204,193,9,207,201
19084,2025-05-07,P096,M037,181,163,11,138,167
19085,2025-09-22,P084,M040,543,518,14,482,532
19086,2025-06-15,P043,M048,524,484,15,375,468
19087,2025-12-06,P085,M001,940,825,33,431,446
19088,2025-10-29,P077,M020,411,352,2,302,370
19089,2025-03-12,P046,M016,591,530,6,383,508
19090,2025-11-19,P086,M057,314,275,3,508,655
19091,2025-08-11,P067,M050,876,845,55,329,340
19092,2025-06-03,P091,M005,669,633,50,216,229
19093,2025-09-09,P006,M020,324,308,21,376,505
19094,2025-11-12,P063,M012,948,916,46,285,343
19095,2025-03-30,P022,M052,431,373,7,231,281
19096,2025-11-27,P035,M038,684,669,39,185,182
19097,2025-11-16,P060,M059,559,501,27,303,371
19098,2025-01-03,P049,M066,763,694,52,446,524
19099,2025-03-12,P010,M056,354,333,5,350,402
19100,2025-04-15,P015,M005,598,570,15,230,228
19101,2025-12-30,P087,M047,135,132,4,390,380
19102,2025-05-21,P011,M024,958,921,73,458,573
19103,2025-03-30,P082,M024,652,607,23,537,565
19104,2025-08-23,P064,M035,137,117,2,520,726
19105,2025-03-30,P034,M038,578,549,33,356,428
19106,2025-10-29,P083,M067,755,712,29,481,579
19107,2025-10-04,P050,M002,276,264,1,158,146
19108,2025-10-23,P068,M050,565,509,34,598,746
19109,2025-11-18,P050,M026,342,324,20,282,344
19110,2025-01-05,P051,M044,1000,856,36,296,344
19111,2025-01-16,P037,M066,638,577,42,470,512
19112,2025-06-11,P019,M003,645,579,31,206,210
19113,2025-03-30,P085,M036,722,693,42,64,62
19114,2025-05-01,P067,M029,218,204,1,599,592
19115,2025-07-02,P009,M072,925,802,21,191,259
19116,2025-04-22,P028,M068,774,674,45,424,487
19117,2025-02-05,P067,M068,622,617,38,524,591
19118,2025-09-27,P100,M008,209,183,2,260,333
19119,2025-05-22,P041,M024,177,150,5,340,408
19120,2025-10-21,P037,M016,212,187,8,505,551
19121,2025-03-08,P066,M039,282,263,2,465,428
19122,2025-06-23,P022,M026,617,600,15,213,204
19123,2025-03-04,P070,M042,976,928,43,116,135
19124,2025-11-21,P053,M007,582,532,34,120,165
19125,2025-07-07,P077,M069,530,496,21,166,153
19126,2025-10-11,P061,M049,125,115,1,96,121
19127,2025-10-22,P005,M056,440,407,19,556,523
19128,2025-03-04,P042,M020,435,376,29,330,432
19129,2025-03-13,P002,M012,241,225,4,403,561
19130,2025-02-13,P010,M042,371,332,12,225,295
19131,2025-03-15,P082,M063,925,864,59,283,259
19132,2025-11-10,P029,M016,135,129,5,526,699
19133,2025-06-01,P063,M006,132,127,10,271,288
19134,2025-06-01,P065,M059,407,374,4,320,322
19135,2025-10-19,P035,M033,178,173,1,92,112
19136,2025-08-20,P063,M071,353,345,20,188,194
19137,2025-04-09,P058,M005,225,215,14,326,437
19138,2025-02-12,P088,M066,705,654,7,199,193
19139,2025-11-12,P002,M028,406,388,11,131,144
19140,2025-03-12,P074,M014,931,906,39,517,541
19141,2025-01-09,P026,M070,433,398,2,129,167
19142,2025-10-20,P044,M067,917,881,30,378,353
19143,2025-05-30,P004,M017,848,799,43,144,153
19144,2025-06-26,P082,M033,109,100,2,202,220
19145,2025-01-19,P056,M048,489,457,14,105,126
19146,2025-03-19,P010,M007,299,257,1,135,178
19147,2025-12-01,P045,M027,824,751,4,162,204
19148,2025-01-16,P031,M038,388,348,6,584,751
19149,2025-01-18,P012,M010,396,388,17,222,265
19150,2025-02-25,P016,M055,447,400,4,580,794
19151,2025-05-13,P058,M046,648,579,4,589,652
19152,2025-08-29,P064,M019,878,795,36,475,525
19153,2025-09-20,P047,M054,963,881,41,359,393
19154,2025-11-26,P091,M057,439,380,23,565,683
19155,2025-04-26,P030,M046,401,356,5,364,484
19156,2025-11-06,P057,M023,361,345,24,228,220
19157,2025-04-05,P026,M038,509,506,40,528,576
19158,2025-01-24,P031,M069,772,688,6,209,263
19159,2025-10-31,P057,M063,170,163,5,93,122
19160,2025-11-13,P033,M038,113,102,3,525,620
19161,2025-09-26,P063,M016,715,628,34,523,529
19162,2025-01-29,P025,M068,391,338,2,118,133
19163,2025-06-23,P025,M028,372,320,13,219,276
19164,2025-02-13,P082,M049,558,483,35,528,607
19165,2025-02-07,P050,M068,598,534,10,556,528
19166,2025-01-30,P024,M070,631,548,42,85,77
19167,2025-06-23,P022,M063,891,803,17,76,88
19168,2025-01-29,P078,M006,579,565,34,219,225
19169,2025-01-03,P031,M060,953,835,22,489,458
19170,2025-01-09,P091,M058,722,697,30,174,211
19171,2025-04-03,P066,M032,158,154,9,387,386
19172,2025-08-01,P048,M044,701,639,5,352,432
19173,2025-03-04,P052,M035,983,930,45,78,79
19174,2025-02-20,P082,M029,212,198,6,115,135
19175,2025-09-22,P007,M006,559,543,41,215,213
19176,2025-11-17,P042,M065,279,275,14,257,292
19177,2025-06-19,P041,M025,720,674,19,176,199
19178,2025-02-02,P038,M059,713,682,35,395,372
19179,2025-06-16,P039,M016,507,441,22,133,126
19180,2025-11-14,P026,M045,361,351,4,185,208
19181,2025-01-15,P013,M034,310,269,15,174,206
19182,2025-12-24,P060,M024,464,445,18,415,450
19183,2025-06-12,P092,M014,997,973,56,563,777
19184,2025-12-13,P089,M003,701,613,17,215,298
19185,2025-07-30,P037,M013,838,766,31,554,559
19186,2025-09-04,P017,M006,575,548,4,478,449
19187,2025-06-17,P004,M015,625,620,44,313,304
19188,2025-11-01,P037,M039,112,106,1,336,456
19189,2025-03-26,P028,M058,366,360,17,516,606
19190,2025-08-14,P051,M050,272,257,14,263,269
19191,2025-09-09,P010,M024,611,601,47,219,239
19192,2025-10-02,P041,M025,335,330,7,144,133
19193,2025-05-08,P036,M055,717,645,30,347,347
19194,2025-02-03,P049,M036,878,862,9,199,206
19195,2025-08-08,P058,M034,979,960,76,362,479
19196,2025-12-04,P033,M015,739,636,36,558,600
19197,2025-12-02,P029,M067,409,400,27,206,218
19198,2025-05-24,P043,M020,109,98,1,440,527
19199,2025-02-16,P089,M017,476,467,17,379,342
19200,2025-12-24,P083,M013,263,247,15,264,323
19201,2025-10-20,P035,M022,338,330,1,443,562
19202,2025-05-24,P079,M022,435,397,5,71,91
19203,2025-11-04,P038,M041,671,664,21,219,254
19204,2025-09-30,P006,M023,967,922,47,258,283
19205,2025-08-04,P028,M069,866,786,4,541,621
19206,2025-04-04,P072,M003,986,901,31,544,537
19207,2025-07-01,P092,M010,327,309,14,128,134
19208,2025-08-08,P018,M043,498,477,16,446,479
19209,2025-07-26,P070,M016,812,714,47,599,789
19210,2025-07-12,P074,M046,680,597,45,435,570
19211,2025-12-02,P083,M013,987,885,47,549,533
19212,2025-08-29,P053,M037,622,593,44,574,775
